person,category,type,description,text
Werner_March,architect,Z,German architect,"Werner Julius March (17 January 1894 – 11 January 1976) was a German architect, son of Otto March (1845-1913), and brother of Walter March, both also well-known German architects. Otto March designed Germany's 1916 Olympic stadium. Werner March was born in Charlottenburg and died in Berlin. For the 1936 Summer Olympics in Germany, March created his most famous work, Berlin Olympic Stadium, which was on the site of the Deutsches Stadion, a stadium designed by his father, Otto March for use in the 1916 Summer Olympics (which were later cancelled after the outbreak of World War I). It is unclear whether March was influenced to use a more conservative design to suit Nazi tastes (claimed by Albert Speer), or whether March devised a grand, sweeping architecture that anticipated the spirit of the Third Reich.The stadium, which has a capacity of 74,228, is one of the Germany's major sports venues and was used both for the 1974 and 2006 FIFA World Cup."
Juan_de_Colonia,architect,Z,German architect,"Juan de Colonia or Johannes von Köln (about 1410, Cologne – August 3, 1481, Burgos) was a gothic architect who introduced the flamboyant style to Castile. About 1440 Juan de Colonia was invited by Alfonso de Cartagena, the then bishop of Burgos to work on Burgos Cathedral. He also worked on the reconstruction of Miraflores Charterhouse. While working in Burgos Juan married a local woman, María Fernández. After his death, his son Simon succeeded him as master builder of the cathedral."
Ferdinand_von_Arnim,architect,Z,German artist (1814-1866),"Heinrich Ludwig Ferdinand von Arnim (15 September 1814 – 23 March 1866) was a German architect and watercolour-painter. He was a student of Karl Friedrich Schinkel and mainly worked in Berlin and Potsdam. Arnim was born in Treptow an der Rega in Pomerania (present-day Trzebiatów, Poland), the son of Prussian Captain Friedrich Ludwig von Arnim and his wife Henriette, née Gadebusch. He trained as a land surveyor and studied architecture at the Royal Prussian Building School (Bauakademie) in Berlin between 1833 and 1838. Having completed his studies, he joined the Berlin Architects' Association in 1839, from 1840 he worked as site foreman under Friedrich Ludwig Persius and in 1844 was appointed building inspector official."
Hermann_Henselmann,architect,Z,German architect (1905-1995),"Hermann Henselmann (3 February 1905, in Roßla – 19 January 1995, in Berlin) was a German architect most famous for his buildings constructed in East Germany during the 1950s and 1960s. Henselmann studied at the Kunstgewerbeschule in Berlin from 1922 to 1925. His early projects, such as a house on Lake Geneva near Montreux (1930) were Modernist in style, showing a clear Bauhaus influence, and due to this and Henselmann's partly Jewish ancestry he was prevented from working as a private architect by the Nazi government. After the war he was appointed head architect in the city of Gotha and later in Weimar in the Soviet Zone of Germany, although his projects were subjected to harsh criticism for their Modernism. He served in Hans Scharoun's town planning group that tried to convert the Socialist Unity Party of Germany's leaders to Modernism, although unlike Scharoun, Henselmann stayed in East Berlin after their rejection."
Bruno_Paul,architect,Z,German architect (1874-1968),"Bruno Paul (19 January 1874 – 17 August 1968) was a German architect, illustrator, interior designer, and furniture designer. Paul was born in Seifhennersdorf, a village in rural Saxony, in 1874. His father was an independent tradesman, craftsman, and dealer in building materials. At twelve years old Paul left Seifhennersdorf for Dresden, where he briefly attended Gymnasium before entering a teacher's training school. By 1892 he was determined to pursue a career in the arts."
Ernst_Neufert,architect,Z,German architect,"Ernst Neufert (15 March 1900 – 23 February 1986) was a German architect who is known as an assistant of Walter Gropius, as a teacher and member of various standardization organizations, and especially for his essential handbook Architects' data. Ernst Neufert was born in Freyburg an der Unstrut. At the age of 17, after five years of working as a bricklayer, Neufert entered the school of construction (Baugewerbeschule) in Weimar. His teacher recommended him to Walter Gropius in 1919 as one of his first students of the Bauhaus. He finished his studies in 1920, and together with the expressionist architect Paul Linder (1897-1968) embarked on a year-long study tour of Spain, where he sketched medieval  churches."
Benedikt_Rejt,architect,Z,Czech architect,"Benedikt Rejt (often spelled Benedikt Ried, also known as Benedikt Rieth, Benedikt Reyd, or Benedict Reijt. In Czech, he often has the epithet ""of Pístov"" [a village in the Czech Republic or on the Piesting?] or ""of Louny""; c. 1450 – between 1531 and 1536) was a leading medieval architect in Bohemia, today's Czech Republic. He built Vladislav Hall (1497–1500) in Prague Castle, St. Barbara's Church, Kutna Hora, (c. 1482) and other buildings in a Late Gothic and early Renaissance style. Bohemia became the cultural center of Central Europe when Charles IV brought the Holy Roman Emperor's court to Prague in the 14th century."
Paul_Giesler,architect,Z,"German Nazi Party functionary, Premier of Bavaria (1895-1945)","Paul Giesler (15 June 1895 – 8 May 1945) was a German Nazi Party functionary responsible for acts of brutality which included killing opponents of the regime in southern Germany. He first joined the Nazi Party (NSDAP) in 1922; he reenrolled on 1 January 1928 with Party number 72,741. From 1941 he was Gauleiter of Westphalia-South (Westfalen-Süd) and in 1942 was appointed to the position for the Gau Munich-Upper Bavaria (Gau München-Oberbayern). From 2 November 1942 to 28 April 1945 he was also Minister-President (Ministerpräsident) of Bavaria. The trained architect was from 1924 a Party speaker, from 1929 a Nazi Party district leader (Ortsgruppenleiter), and from January 1931 a member of the SA."
Richard_Cassels,architect,Z,Irish architect,"Richard Cassels (1690 – 1751), also known as Richard Castle, was an architect who ranks with Edward Lovett Pearce as one of the greatest architects working in Ireland in the 18th century. Cassels was born in 1690 in Kassel, Germany. Although German, his family were of French origin, and descended from the French-Netherlandish  'Du Ry' family, famous for the many architects among their number. A cousin Simon du Ry designed Schloss Wilhelmshöhe in Kassel. Richard Cassels, who originally trained as an engineer, came to Ireland in 1728 at the behest of Sir Gustavus Hume of County Fermanagh to design for Hume a mansion on the shores of Lower Lough Erne."
Elias_Holl,architect,Z,German architect,"Elias Holl (28 February 1573 in Augsburg – 6 January 1646 in Augsburg)  was the most important architect of late German Renaissance architecture. Elias Holl was born in Augsburg, Werbhausgasse 2. He was descended from a master-builder-Family. His father Hans Holl (1512-1594) taught him. In 1596 he passed the exam, the Meisterprüfung."
Hermann_Finsterlin,architect,Z,German architect and composer (1887-1973),"Hermann Finsterlin (18 August 1887 – 16 September 1973) was a German visionary architect, painter, poet, essayist, toymaker and composer. He played an influential role in the German expressionist architecture movement of the early 20th century but due to the harsh economic climate realised none of his projects. By 1922, Finsterlin had withdrawn from the circle of expressionist architects as they moved towards the New Objectivity movement, he moved to Stuttgart to concentrate on painting and writing. Finsterlin was born in Munich. He originally studied medicine, physics and chemistry, and then later, philosophy and painting in Munich."
Friedrich_Wilhelm_von_Erdmannsdorff,architect,Z,German architect,"Friedrich Wilhelm Freiherr von Erdmannsdorff (18 May 1736 – 9 March 1800) was a German architect and architectural theoretician, and one of the most significant representatives of early German Neoclassicism during the Age of Enlightenment. His work included Wörlitz Palace in the present-day Dessau-Wörlitz Garden Realm, one of the earliest Palladian buildings on the European continent. His most well-known student was Friedrich Gilly, the teacher of Karl Friedrich Schinkel. Erdmannsdorff was born in Dresden to the Saxon courtier, Baron Ernst Ferdinand von Erdmannsdorff, and his wife Henriette Margarethe, née von Heßler. After early stages of education with Jakob Mauvillon in Leipzig and at the Dresden knight academy from 1750 to 1754, Erdmannsdorff attended the University of Wittenberg in 1754–1758, where he encountered Prince Franz von Anhalt-Dessau, whose service he entered in 1758."
Ole_Scheeren,architect,Z,German architect,"Ole Scheeren (born 6 January 1971) is a German architect, urbanist and principal of Büro Ole Scheeren Group with offices in Beijing, Hong Kong, Berlin and Bangkok and a visiting professor at the University of Hong Kong since January 2010. Ole Scheeren is the son of the German architect Dieter Scheeren, who was a professor of architecture and civil engineering at the RheinMain University of Applied Sciences in Wiesbaden, Hesse.Already at the age of 14 he was working at his father's office designing furniture and finished his first architectural project at the age of 21. As a twenty-year-old he traveled with his rucksack through rural China and lived there with the locals spending three months before his studies began. Ole Scheeren studied at the Institute of Technology (KIT) in Karlsruhe, at the École Polytechnique Fédérale (EPFL) in Lausanne and made a thesis at the Architectural Association School of Architecture in London receiving the RIBA Silver Medal in 2000 for his work called ""MexT Project"" which analysed social, territorial and economical phenomena in relation with space and architecture.After working in Germany, New York and London, Ole Scheeren began his work at the Office for Metropolitan Architecture (OMA) in Rotterdam in 1995. In 2002 he became Partner and Director of the offices in Beijing and Hong Kong and responsible for the entire Asia business for more than 10 years.As Partner-in-charge of OMA's largest project to date, he successfully led the realization of the China Central Television Station (CCTV) and the Television Cultural Centre (TVCC) in Beijing."
Max_Berg,architect,Z,German architect,"Max Berg (17 April 1870 – 22 January 1947) was a German architect and urban planner. Berg was born in Stettin (now Szczecin, Poland) in Pomerania, then part of the German Empire. He attended the Technical University in Charlottenburg, where he was taught by Carl Schäfer who favoured Gothic architecture. Berg was also taught by Franz Adickes (1846–1915), an important urban planner.In 1909 Berg was appointed senior building official in Breslau (now Wrocław, Poland), in Silesia. His most notable contribution to architecture is the Jahrhunderthalle (Centennial Hall) built between 1911 and 1913 as part of a series of works commemorating the 100th anniversary of the 1813 War of Liberation against Napoleon Bonaparte."
Teoberto_Maler,architect,Z,German Mesoamericanist,"Teobert Maler, later Teoberto (12 January 1842 – 22 November 1917) was an explorer who devoted his energies to documenting the ruins of the Maya civilization. Teobert Maler was born in Rome to German parents. His father was a diplomat for the Duchy of Baden. Maler studied architecture and engineering in Karlsruhe, then at the age of 21 moved to Vienna where he took a job with architect Heinrich von Ferstel, and became an Austrian citizen. He was eager to see more of the world and went to Mexico as a soldier with Emperor Maximilian."
Oswald_Mathias_Ungers,architect,Z,German architect,"Oswald Mathias Ungers (12 July 1926 – 30 September 2007) was a German architect and architectural theorist, known for his rationalist designs and the use of cubic forms. Among his notable projects are museums in Frankfurt, Hamburg and Cologne. Oswald Mathias Ungers was born in Kaisersesch in the Eifel region. From 1947 to 1950 he studied architecture at the University of Karlsruhe under Egon Eiermann. He set up an architectural practice in Cologne in 1950, and opened offices in Berlin in 1964, Frankfurt in 1974 and Karlsruhe in 1983."
Friedrich_Sustris,architect,Z,"German-Dutch painter, decorator and architect (1540-1599)","Friedrich Sustris (c. 1540, in Padua – 1599, in Munich) was an Italian-Dutch painter, decorator and architect. He was a son of the artist Lambert Sustris, who worked in Italy. Sustris got his training from his father Lambert in Venice and Padua. From 1563 to 1567 he was trained by Giorgio Vasari in Florence, after he had returned from a stay in Rome in 1560. His first patron was Hans Fugger who ordered the decoration of the Fugger mansion in Venice."
Max_Littmann,architect,Z,German architect,"Max Littmann (3 January 1862 – 20 September 1931) was a German architect. Littmann was educated in the Gewerbeakademie Chemnitz and the Technische Hochschule Dresden. In 1885, he moved to Munich where he met Friedrich Thiersch and Gabriel von Seidl and where - after two study trips to Italy and Paris - he established himself as a free architect. In 1891, he joined the contracting business of his father-in-law Jakob Heilmann, thus transforming it into the Heilmann & Littmann general partnership (later becoming a limited partnership), taking charge of the planning department. Littmann excelled in the erection of magnificent buildings, e. g. theaters, department stores and spas and was the perfect supplement to Heilmann, who had specialized in living house construction."
Heini_Klopfer,architect,Z,Builder of ski jump hills,"Heinrich ""Heini"" Klopfer (3 April 1918 in Oberstdorf – 18 November 1968) was a German ski jumper and architect. At age 17, Klopfer was selected for trials for the 1936 Winter Olympics, but failed to qualify. After World War II Klopfer, Sepp Weiler and Toni Brutscher became known as the Oberstdorf Jumping Trio. He started working with construction of ski jumping hill. Kopfler has designed or been adviser for more than 250 hills."
Georg_Kuphaldt,architect,Z,German landscape architect and dendrologist,"Georg Friedrich Ferdinand Kuphaldt (Latvian: Georgs Frīdrīhs Ferdinands Kūfalts) (6 June 1853 in Plön, Holstein – 14 April 1938 in Berlin, Germany) was an influential German landscape architect, gardener and dendrologist of the Russian Empire.At the age of 27, Kuphaldt was promoted to the perhaps most prestigeful position in his career as director of the city gardens and parks in Riga. The following almost 35 years he was in charge of establishing and developing the newly created administration of the city's gardens and parks, of which structures has been preserved until today. In the period from 1880 to 1914 he was also involved in planning parks and gardens throughout the Russian Empire. Some of the most renowned works of Kuphaldt are the gardens of the Winter Palace and Oranienbaum in Saint Petersburg as well as locations in Nizhny Novgorod, Dagomys in Sochi, Tsarskoye Selo and Catharinenthal Palace in Reval (now Tallinn)."
Paul_Bonatz,architect,Z,German architect,"Paul Bonatz (6 December 1877 – 20 December 1956) was a German architect, member of the Stuttgart School and professor at the technical university in that city during part of World War II, and from 1954 until his death. He worked in many styles, but most often in a simplified neo-Romanesque, and designed important public buildings both in the Weimar Republic and under the Third Reich, including major bridges for the new autobahns. In 1943 he designed several buildings in Turkey, returning to Stuttgart in 1954. Bonatz was born in Solgne, Alsace-Lorraine, then German Empire. In 1900, he finished his studies of architecture at the Technical University of Munich."
Florian_Schwarthoff,architect,Z,German hurdler,"Florian Schwarthoff (born May 7, 1968 in Dortmund) is a former German hurdler best known for winning a bronze medal at the 1996 Summer Olympics. Schwarthoff had his best season in 1995 when set a new German record of 13.05 sec. in Bremen. He was expected to compete for a silver or bronze medal at the World Championships in Gothenburg behind the overwhelming favourite Allen Johnson from the United States. However, Schwarthoff did not finish the semi-final as he fell over a hurdle."
Stefaan_De_Clerck,politician,Z,Flemish politician; former mayor of Kortrijk,"Stefaan Maria Joris Yolanda De Clerck (born 12 December 1951) is a Belgian politician and former Minister of Justice of Belgium. He was Minister of Justice from 1995 until 1998 as well, when he resigned following the escape from prison of Marc Dutroux. He has served as chairman of Christian Democratic and Flemish party and held a seat in the Belgian Chamber of Representatives. De Clerck was mayor of Kortrijk. Regarding re-instituting the death penalty in Belgium after the ""Joker"" murders of 2009, GlobalPost quotes De Clerck as saying: ""That is not something for our times."
Patrick_Janssens,politician,Z,Flemish politician; former mayor of Antwerp,"Patrick Janssens  is a former Belgian politician, born on 19 September 1956. He was a member of the SP.a and the former mayor of the port city Antwerp. He studied ""Political and Social Sciences"" and ""Applied Economic Sciences"" (both Masters) at the University of Antwerp and Statistics at the London School of Economics. From 1979 to 1985 he was an assistant in the Department of Sociology and Social Policy at the University of Antwerp, first of Jan Vranken (with whom he wrote the first National Report on Poverty in Belgium, within the framework of the First European Anti-Poverty Programme) and then of Herman Deleeck. From 1985 to 1989, he ran a market research agency (Dimarso) after which he undertook several positions at the marketing agency VVL/BBDO until 1999."
Daniël_Termont,politician,Z,Mayor of Ghent,"Daniël Termont (born 19 May 1953) is a Belgian politician, member of the Socialist Party and former mayor of Ghent, Belgium. He was the son of shopkeepers who lived in Mariakerke. His mother's family was strongly socialistically engaged. In 1971, Daniel obtained a degree in accounting at the Stedelijk Instituut voor Handel en Secretariaat. He did his military service as from April 1972 until April 1973 and worked later on for ten years as a federal charge of LTA (Mutuality of Young Workers), the youth organization of the Socialist Unions at that time."
"Robert_Baden-Powell,_1st_Baron_Baden-Powell",politician,Z,"lieutenant-general in the British Army, writer, founder and Chief Scout of the Scout Movement (1857-1941)","Lieutenant General Robert Stephenson Smyth Baden-Powell, 1st Baron Baden-Powell,  ( BAY-dən POH-əl; 22 February 1857 – 8 January 1941), was a British Army officer, writer, founder and first Chief Scout of the world-wide Scout Movement, and founder, with his sister Agnes, of the world-wide Girl Guide / Girl Scout Movement. Baden-Powell authored the first editions of the seminal work Scouting for Boys, which was an inspiration for the Scout Movement.Educated at Charterhouse School, Baden-Powell served in the British Army from 1876 until 1910 in India and Africa. In 1899, during the Second Boer War in South Africa, Baden-Powell successfully defended the town in the Siege of Mafeking. Several of his books, written for military reconnaissance and scout training in his African years, were also read by boys. In August 1907, he held a demonstration camp, the Brownsea Island Scout camp, which is now seen as the beginning of Scouting."
Paul_Doumer,politician,Z,French statesman (1857-1932),"Joseph Athanase Doumer, commonly known as Paul Doumer (French pronunciation: ​[pɔl dumɛːʀ]; 22 March 1857 – 7 May 1932), was the President of France from 13 June 1931 until his assassination on 7 May 1932. Joseph Athanase Doumer was born in Aurillac, in the Cantal département, in France on  22 March 1857, into a family of modest means. Alumnus of the Conservatoire National des Arts et Métiers, he became a professor of mathematics at Mende in 1877. In 1878 Doumer married Blanche Richel, whom he had met at college. They had eight children, four of whom were killed in the First World War (including the French air ace René Doumer)."
Jean_Jaurès,politician,Z,French / Occitan Socialist leader (1859-1914),"Auguste Marie Joseph Jean Léon Jaurès (3 September 1859 – 31 July 1914), commonly referred to as Jean Jaurès (French: [ʒɑ̃ ʒɔʁɛs]), was a French Socialist leader. Initially a moderate republican, he was later one of the first social democrats, becoming the leader, in 1902, of the French Socialist Party, which opposed Jules Guesde's revolutionary Socialist Party of France. The two parties merged in 1905 in the French Section of the Workers' International (SFIO). An antimilitarist, Jaurès was assassinated at the outbreak of World War I, and remains one of the main historical figures of the French Left. Jaurès was a heterodox Marxist: he rejected the dictatorship of the proletariat and tried to conciliate idealism and materialism, individualism and collectivism, democracy and class struggle, patriotism and internationalism."
Nitobe_Inazō,politician,Z,"Japanese author, educator, agricultural economist, diplomat, politician","Nitobe Inazō (新渡戸 稲造, September 1, 1862 – October 15, 1933) was a Japanese author, educator, agricultural economist, diplomat, politician, and Christian during the pre-World War II period. Nitobe was born in Morioka, Mutsu Province (present-day Iwate Prefecture). His father Nitobe Jūjirō was a retainer to the local daimyō of the Nanbu clan. His grandfather is Nitobe Tsutō. His great-grandfather is Nitobe Denzō (Koretami)."
"Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",politician,Z,"lawyer, politician and diplomat in the United Kingdom (1864-1958)","Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood,  (14 September 1864 – 24 November 1958), known as Lord Robert Cecil from 1868 to 1923, was a British lawyer, politician and diplomat. He was one of the architects of the League of Nations and a defender of it, whose service to the organisation saw him awarded the Nobel Peace Prize in 1937. Cecil was born at Cavendish Square, London, the sixth child and third son of Robert Gascoyne-Cecil, 3rd Marquess of Salisbury, three times prime minister, and Georgina, daughter of Sir Edward Hall Alderson. He was the brother of James Gascoyne-Cecil, 4th Marquess of Salisbury, Lord William Cecil, Lord Edward Cecil and Lord Quickswood and the cousin of Arthur Balfour. He was educated at home until he was thirteen and then spent four years at Eton College."
Maxim_Gorky,politician,Z,Russian and Soviet writer (1868-1936),"Alexei Maximovich Peshkov (Russian: Алексе́й Макси́мович Пешко́в or Пе́шков; 28 March [O.S. 16 March] 1868 – 18 June 1936), primarily known as Maxim Gorky (Russian: Макси́м Го́рький), was a Russian and Soviet writer, a founder of the socialist realism literary method, and a political activist. He was also a five-time nominee for the Nobel Prize in Literature. Prior to his renown as an author, he frequently changed jobs and roamed across the Russian Empire; these experiences would later influence his writing. Gorky's most famous works were The Lower Depths (1902),  Twenty-six Men and a Girl (1899), The Song of the Stormy Petrel (1901), My Childhood (1913–1914), Mother (1906), Summerfolk (1904) and Children of the Sun (1905)."
Josep_Puig_i_Cadafalch,politician,Z,Catalan architect (1867-1957),"Josep Puig i Cadafalch (Catalan: [ʒuˈzɛp ˈputʃ]; Mataró, 17 October 1867 – Barcelona, 21 December 1956) was a Catalan Spanish  Modernista architect who designed many significant buildings in Barcelona, and a politician who had a significant role in the development of Catalan institutions. He was the architect of the Casa Martí (also known as ""Els Quatre Gats""), which became a place of ideas, projects and social gatherings for such well-known Catalans as Santiago Rusiñol and Ramon Casas. Although Puig's style separated him significantly from his contemporary  Gaudí, their relations were neither tense nor problematic, as demonstrated by the participation of both architects in the construction of the Cafe Torino. Another of his significant buildings was the Casa Terrades (also known as ""les Punxes""), which is known for its medieval castle style from the north of Europe. Puig was actively involved in politics."
Willem_Drees,politician,Z,Dutch politician (1886-1988),"Willem Drees Sr. (Dutch pronunciation ; 5 July 1886 – 14 May 1988) was a Dutch politician of the defunct Social Democratic Workers' Party (SDAP) and later co-founder of the Labour Party (PvdA) and historian who served as Prime Minister of the Netherlands from 7 August 1948 to 22 December 1958.Drees studied Accounting at the Amsterdam Public Trade School obtaining an Bachelor of Accountancy degree and worked as a bank teller for the Twentsche Bank from July 1903 to July 1906 as a stenographer for Parliament from January 1907 until August 1919. Drees was elected as a Member of the House of Representatives after the election of 1933, taking office on 9 May 1933 serving as a frontbencher and spokesperson for Social Affairs. After Party Leader and Parliamentary leader Willem Albarda was appointed as Minister of Water Management in the Cabinet De Geer II Drees was selected as his successor on 10 August 1939. Shortly after the German Invasion Party Leader Albarda announced he was stepping down and Drees was anonymously selected as his successor as Leader on 14 May 1940. Following the end of World War II Drees was appointment as Deputy Prime Minister and Minister of Social Affairs in the national unity Cabinet Schermerhorn–Drees taking office on 25 June 1945."
Joan_Herrera_i_Torres,politician,Z,Spanish Catalan lawyer and politician,"Joan Herrera i Torres (Barcelona, Spain, 29 January 1971) is a Spanish lawyer and politician from Catalonia. He was the leader of the leftist party Iniciativa per Catalunya. Herrera gained a law degree from the University of Barcelona, and specialises in issues of law and urban environment law, with a postgraduate degree at the Universitat Pompeu Fabra. He began his political activism in the grouping Youth with Initiative (JIC) in the Barcelona district of Sant Martí. In 1996, he began his career in politics when he was elected National Coordinator of JIC, a position he held until 2000."
Joan_Saura,politician,Z,Spanish politician,"Joan Saura Laporta is a Green ICV Spanish politician in Catalonia. He was born in Barcelona, Catalonia, in 1950. He studied at the Escola d'Enginyeria Tècnica (Technical Engineering School), where he specialized in Industrial Chemistry. In the beginning, he was devoted to the trade union and the neighbourhood: he enrolled into the Workers' Commissions (CCOO) in 1973, while he was working for the electrics company FECSA, and cofounded the La Florida Neighbourhood Association, in L'Hospitalet de Llobregat, 1974. He became town councillor in L'Hospitalet de Llobregat for the Unified Socialist Party of Catalonia (PSUC) in the first democratic local elections in 1979, where he participated in the formation of the government, and remained a councillor until 1991."
Małgorzata_Handzlik,politician,Z,Polish politician and MEP,"Małgorzata Maria Handzlik (born 1 January 1965 in Bielsko-Biała) is a Polish politician and former Member of the European Parliament (MEP). She was elected in 2004 and 2009 for the Civic Platform (Platforma Obywatelska, PO), and chose not to run for reelection in 2014. She learned Esperanto in the 1980s during her travels with her husband Jerzy Handzlik, an Esperanto singer, writer, publisher, and teacher. Apart from promoting her party's objectives, Handzlik has declared to stand in for multilingualism and equal linguistic rights for all citizens. Handzlik is a fluent speaker of Esperanto and proposes to investigate the possible role of this language as a second language for all Europeans."
Cem_Özdemir,politician,Z,German politician,"Cem Özdemir (German: [ˌdʒɛm ˈʔœzdɛmiːɐ̯], Turkish: [dʒæm ˈœzdemiɾ]; born 21 December 1965) is a German politician of the German political party Alliance 90/The Greens. Between 2008 and 2018, Özdemir served as co-chair of the Green Party, together with Claudia Roth and later Simone Peter. He has been a Member of the German Bundestag since 2013 and he was a Member of the German Bundestag between 1994 and 2002 and of the European Parliament between 2004 and 2009. He was standing as one of the top two Greens candidates for the 2017 German federal election. Since 2018, he has been serving as Chairman of the Committee on Transport."
Trevor_Sargent,politician,Z,Irish politician,"Trevor Anthony Sargent (born 26 July 1960) is a minister of the Church of Ireland and a former Irish Green Party politician who served as Minister of State at the Department of Agriculture, Fisheries and Food from 2007 to 2010 and Leader of the Green Party from 2001 to 2007. He served as a Teachta Dála (TD) for the Dublin North constituency from 1992 to 2011. Sargent trained as a primary school teacher in the Church of Ireland College of Education. In 1981, he started teaching in the Model School, Dunmanway, County Cork. In 1983, he was appointed Principal of St George's National School, Balbriggan, County Dublin."
Bertalan_Farkas,politician,Z,Hungarian cosmonaut,"Bertalan Farkas (born August 2, 1949) is the first Hungarian cosmonaut, space explorer, fighter pilot. The Hungarians were the seventh nation to be represented in space by him. Following him, the Hungarian-American Károly Simonyi (Charles Simonyi) was the second Hungarian cosmonaut, the only one in the world, who was twice in space as space tourist who paid himself for the spaceflights. The next Hungarian astronaut will travel to the International Space Station by 2025. Farkas is the first Esperantist cosmonaut too."
Kris_Peeters,politician,Z,former Flemish minister president,"Kris Peeters (Dutch: [ˈkrɪs ˈpeːtərs]; born 18 May 1962) is a Belgian politician of the Christian Democratic and Flemish who has been serving as vice-president of the European Investment Bank (EIB) since 2021. Earlier in his career, he was Minister-President of Flanders (2007–2014), Deputy Prime Minister and Minister of Economy and Employment in the government of Prime Minister Charles Michel, and a Member of the European Parliament (2019–2021). After attending secondary school in Boom, Peeters studied law in Antwerp and obtained a law degree in 1986. In addition, he obtained a degree in taxation and accounting from Vlerick Business School in Ghent. Peeters served from 1991 to 1994 as Director of the NCMV research department."
Tron_Øgrim,politician,Z,"Norwegian journalist, author and politician (1947-2007)","Tron Øgrim (Norwegian pronunciation: [trun øɡrim]; 27 June 1947 – 23 May 2007) was a Norwegian journalist, author and politician. He was active in Socialist Youth Union (later Red Youth) from 1965  to 1973, and a central figure in the Workers' Communist Party from 1973 to 1984. In addition to being a politician, Øgrim was an author of political works and several science fiction novels. He was notable for communicating in a non-standard eastern Oslo dialect, even where he might have been expected to use standardized Bokmål. Born in Oslo, Norway, Øgrim was one of the most influential people in Norway's Marxist-Leninist movement in the sixties and seventies."
Pelé,politician,Z,Brazilian association football player,"Edson Arantes do Nascimento (Brazilian Portuguese: [ˈɛtsõ (w)ɐˈɾɐ̃tʃiz du nɐsiˈmẽtu]; born 23 October 1940), known as Pelé ([peˈlɛ]), is a Brazilian former professional footballer who played as a forward. Regarded as one of the greatest players of all time and labelled ""the greatest"" by FIFA, he was among the most successful and popular sports figures of the 20th century. During his playing days, Pelé was for a period the best-paid athlete in the world. In 1999, Pelé was voted World Player of the Century by the International Federation of Football History & Statistics (IFFHS), and was one of the two joint winners of the FIFA Player of the Century. That same year, Pelé was named Athlete of the Century by the International Olympic Committee and was included in the Time list of the 100 most important people of the 20th century."
Christopher_Loeak,politician,Z,president of the Marshall Islands,"Christopher Jorebon Loeak  (born 11 November 1952) is a Marshallese politician who was the President of the Marshall Islands from 2012 to 2016. He was elected by parliament as President in January 2012, following the 2011 general election. Loeak was born on the Ailinglaplap Atoll on 11 November 1952. He attended Marshall Islands High School before traveling to the United States to study at the Hawaii Pacific College and Gonzaga University School of Law. Loeak is a native speaker of Marshallese and also speaks English."
Kessai_Note,politician,Z,former President of the Marshall Islands,"Kessai Hesa Note (born August 7, 1950 in Ailinglaplap) was President of the Marshall Islands from 2000 to 2008. Elected in 1979 alongside Litokwa Tomeing, Note is one of the two longest-serving members of Nitijeļā. He was the Minister of Internal affairs from 1985 to 1986, and Minister of Transportation and communications from 1986 to 1987. Having served as Speaker of the Nitijeļā since 1988, he was elected President in 2000. Note is the first commoner, rather than an Iroijlaplap or traditional chief, to be elected to the Presidency."
Amata_Kabua,politician,Z,former President of the Marshall Islands (1928-1996),"Amata Kabua (November 17, 1928 – December 20, 1996) was the first President of the Marshall Islands from 1979 to 1996 (five consecutive terms). Amata Kabua was a scion of Marshallese Royalty. Amata Kabua is the son of high chiefess Tarjikit of the Eastern (Ratak chain) and rumoured to be a Japanese administrator by his political opponents. This was disputed by his father Lejolan Kabua. However, by Marshallese custom of ""kujen loje"" (nobleman of birth) High Chief Lojelañ of the Ralik (Western) chain claimed Amata as his own in the same manner Loeak the Great adopted Lajore and Litilinej, probably because Laelan of Arno who is Dorothy Kabua's father was Kabua's biological child however under ""kujen loje"" Laelan of Arno was adopted by Takto just as Laelan Kabua of the Erroja clan was adopted by Kabua (Lebon) under the same tradition as was Leit who was claimed by Iroij Bwio Jiba."
Jurelang_Zedkaia,politician,Z,former President of the Marshall Islands (1950-2015),"Iroijlaplap Jurelang Zedkaia (13 July 1950 – 7 October 2015) was a Marshallese politician and Iroijlaplap. He served as the  President of the Marshall Islands from 2009 to 2012. He was elected as the country's 5th head of state on October 26, 2009, following the ouster of his predecessor, Litokwa Tomeing, in the country's first successful vote of no confidence. Zedkaia was the Iroijlaplap, or traditional paramount chief, of Majuro Atoll, which is the location of the country's capital, Arno and Mili atolls. Before becoming president in 2009, Zedkaia was a five-term elected Senator in the Nitijela, or legislature."
Litokwa_Tomeing,politician,Z,former President of the Marshall Islands,"Iroij Litokwa Tomeing (14 October 1939 – 12 October 2020) was the President of the Marshall Islands from January 2008 until October 2009. Litokwa Tomeing was born on Wotje Atoll, in the Japanese-administered Marshall Islands, on October 14, 1939. From 1950 until 1954, Tomeing attended the Catholic Elementary School, first in Likiep and then in Jaluit.In 1961, Tomeing graduated from PIC High School in Pohnpei. He studied at the University of Hawaii from 1970 until 1972 on an extension program. Tomeing and his wife, Arlin, had seven children and several grandchildren.Litokwa died on 12 October 2020, in Springdale, Arkansas, due to COVID-19."
