person,text,processed_text,description,processed_description,type,category
Egon_Eiermann,"Egon Eiermann (29 September 1904 – 20 July 1970) was one of Germany's most prominent architects in the second half of the 20th century. Eiermann was born in Neuendorf bei Potsdam (now part of Babelsberg, Potsdam), and studied at the Technical University of Berlin. He worked for the Karstadt building department for a time, and before World War II had an office with fellow architect Fritz Jaenecke. He joined the faculty of the university in Karlsruhe in 1947, working there on  developing steel frame construction methods. He died in Baden-Baden, aged 65.","egon eiermann ( 29 september 1904 – 20 july 1970 ) one germany 's prominent architects second half 20th century . eiermann born neuendorf bei potsdam ( part babelsberg , potsdam ) , studied technical university berlin . worked karstadt building department time , world war ii office fellow architect fritz jaenecke . joined faculty university karlsruhe 1947 , working developing steel frame construction methods . died baden-baden , aged 65 .",architect,architect,Z,architect
Hermann_Helmer,"Hermann Gottlieb Helmer (13 July 1849 – 2 April 1919) was a German architect who mainly worked in Austria. After completing an apprenticeship as a bricklayer, and some further education he joined the architecture firm of Ferdinand Fellner, Sr. After his death he founded the architecture studio Fellner & Helmer together with his son Ferdinand Fellner in 1873.","hermann gottlieb helmer ( 13 july 1849 – 2 april 1919 ) german architect mainly worked austria . completing apprenticeship bricklayer , education joined architecture firm ferdinand fellner , sr. death founded architecture studio fellner & helmer together son ferdinand fellner 1873 .",German-Austrian architect,german-austrian architect,Z,architect
Georg_Wenzeslaus_von_Knobelsdorff,"Hans Georg Wenzeslaus von Knobelsdorff (17 February 1699 – 16 September 1753) was a painter and architect in Prussia. Knobelsdorff was born in Kuckädel, now in Krosno Odrzańskie County. A soldier in the service of Prussia, he resigned his commission in 1729 as captain so that he could pursue his interest in architecture. In 1740 he travelled to Paris and Italy to study at the expense of the new king, Frederick II of Prussia. Knobelsdorff was influenced as an architect by French Baroque Classicism and by Palladian architecture.","hans georg wenzeslaus von knobelsdorff ( 17 february 1699 – 16 september 1753 ) painter architect prussia . knobelsdorff born kuckädel , krosno odrzańskie county . soldier service prussia , resigned commission 1729 captain could pursue interest architecture . 1740 travelled paris italy study expense new king , frederick ii prussia . knobelsdorff influenced architect french baroque classicism palladian architecture .",German artist (1699-1753),german artist ( 1699-1753 ),Z,architect
Peter_Joseph_Lenné,"Peter Joseph Lenné (the Younger) (29 September 1789 – 23 January 1866) was a Prussian gardener and landscape architect. As director general of the Royal Prussian palaces and parks in Potsdam and Berlin, his work shaped the development of 19th-century German garden design in the Neoclassical style. Laid-out according to the principles of the English landscape garden, his parks are today part of the UNESCO World Heritage. Lenné was born in Bonn, then part of the Electorate of Cologne, the son of the court and university gardener Peter Joseph Lenné the Elder (1756–1821), and his wife, Anna Catharina Potgieter (also Potgeter), daughter of the mayor of Rheinberg. The Lenné family descended from the Prince-Bishopric of Liège, Peter Joseph's ancestor Augustin Le Neu had settled in Poppelsdorf near Bonn as court gardener of Archbishop-Elector Maximilian Henry of Bavaria about 1665.","peter joseph lenné ( younger ) ( 29 september 1789 – 23 january 1866 ) prussian gardener landscape architect . director general royal prussian palaces parks potsdam berlin , work shaped development 19th-century german garden design neoclassical style . laid-out according principles english landscape garden , parks today part unesco world heritage . lenné born bonn , part electorate cologne , son court university gardener peter joseph lenné elder ( 1756–1821 ) , wife , anna catharina potgieter ( also potgeter ) , daughter mayor rheinberg . lenné family descended prince-bishopric liège , peter joseph 's ancestor augustin le neu settled poppelsdorf near bonn court gardener archbishop-elector maximilian henry bavaria 1665 .",Prussian gardener and landscape architect (1789-1866),prussian gardener landscape architect ( 1789-1866 ),Z,architect
Ernst_Ziller,"Ernst Moritz Theodor Ziller (Greek: Ερνέστος Τσίλλερ, Ernestos Tsiller  (22 June 1837 – 4 November 1923) was a German born university teacher and architect who later became a Greek national. In the late 19th and early 20th centuries, he was a major designer of royal and municipal buildings in Athens, Patras, and other Greek cities. Ziller was born in the rural community of Serkowitz in the district of Radebeul in Saxony. After graduating from the Dresden Academy of Fine Arts in 1858, he went to work for Danish architect Theophilus Hansen. In 1861, Hansen sent him to Athens.","ernst moritz theodor ziller ( greek : ερνέστος τσίλλερ , ernestos tsiller ( 22 june 1837 – 4 november 1923 ) german born university teacher architect later became greek national . late 19th early 20th centuries , major designer royal municipal buildings athens , patras , greek cities . ziller born rural community serkowitz district radebeul saxony . graduating dresden academy fine arts 1858 , went work danish architect theophilus hansen . 1861 , hansen sent athens .","German architect, active in Greece","german architect , active greece",Z,architect
Friedrich_Adler_(architect),"Friedrich Adler (15 October 1827 – 15 September 1908) was a German architect and archaeologist. After having studied at the Bauakademie (Academy of Architecture) in his native Berlin, he began teaching there in 1855, and was soon famous for building churches. In 1863 he was named a professor of architectural history at the Academy.Due to his profound knowledge of antique architecture, he took part of Ernst Curtius' archaeological expedition to Asia Minor. He was part of the leading directory of the major excavations in Olympia (1874–81), and took part in the planning of the whole enterprise, which was at first scheduled to last no more than five years. At one point, he was even leader of the excavations.","friedrich adler ( 15 october 1827 – 15 september 1908 ) german architect archaeologist . studied bauakademie ( academy architecture ) native berlin , began teaching 1855 , soon famous building churches . 1863 named professor architectural history academy.due profound knowledge antique architecture , took part ernst curtius ' archaeological expedition asia minor . part leading directory major excavations olympia ( 1874–81 ) , took part planning whole enterprise , first scheduled last five years . one point , even leader excavations .","Architect, archaeologist","architect , archaeologist",Z,architect
Friedrich_von_Gärtner,"Friedrich von Gärtner (10 December 1791 in Koblenz – 21 April 1847 in Munich) was a German architect. His father was also an architect, and moved in 1804 to Munich, where young Gärtner received his first education in architecture. To complete that education, he went in 1812 to Paris, where he studied under Percier, and in 1814 to Italy, where he spent four years in the earnest study of antiquities. The fruits of this labor appeared in 1819 in some views accompanied by descriptions of the principal monuments of Sicily (Ansichten der am meisten erhaltenen Monumente Siciliens). After a visit to England, Gärtner was appointed, in 1820, professor of architecture in the Academy of Munich.","friedrich von gärtner ( 10 december 1791 koblenz – 21 april 1847 munich ) german architect . father also architect , moved 1804 munich , young gärtner received first education architecture . complete education , went 1812 paris , studied percier , 1814 italy , spent four years earnest study antiquities . fruits labor appeared 1819 views accompanied descriptions principal monuments sicily ( ansichten der meisten erhaltenen monumente siciliens ) . visit england , gärtner appointed , 1820 , professor architecture academy munich .",German architect,german architect,Z,architect
George_Bähr,"George Bähr (15 March 1666 – 16 March 1738) was a German architect. George Bähr was born into a poor family in Fürstenwalde (now a part of Geising, Saxony), the son of a weaver. The village priest, however, helped pay for his education, and Bähr was able to become a carpenter's apprentice in Lauenstein, Saxony. In 1690, Bähr went to Dresden to start work as a carpenter. His dream was to go to Italy and see the famous buildings there, so in his spare time he studied mechanics, calling himself both an artist and a mechanic, and designing not only castles and palaces but also sketches of organs.","george bähr ( 15 march 1666 – 16 march 1738 ) german architect . george bähr born poor family fürstenwalde ( part geising , saxony ) , son weaver . village priest , however , helped pay education , bähr able become carpenter 's apprentice lauenstein , saxony . 1690 , bähr went dresden start work carpenter . dream go italy see famous buildings , spare time studied mechanics , calling artist mechanic , designing castles palaces also sketches organs .",German architect,german architect,Z,architect
Werner_March,"Werner Julius March (17 January 1894 – 11 January 1976) was a German architect, son of Otto March (1845-1913), and brother of Walter March, both also well-known German architects. Otto March designed Germany's 1916 Olympic stadium. Werner March was born in Charlottenburg and died in Berlin. For the 1936 Summer Olympics in Germany, March created his most famous work, Berlin Olympic Stadium, which was on the site of the Deutsches Stadion, a stadium designed by his father, Otto March for use in the 1916 Summer Olympics (which were later cancelled after the outbreak of World War I). It is unclear whether March was influenced to use a more conservative design to suit Nazi tastes (claimed by Albert Speer), or whether March devised a grand, sweeping architecture that anticipated the spirit of the Third Reich.The stadium, which has a capacity of 74,228, is one of the Germany's major sports venues and was used both for the 1974 and 2006 FIFA World Cup.","werner julius march ( 17 january 1894 – 11 january 1976 ) german architect , son otto march ( 1845-1913 ) , brother walter march , also well-known german architects . otto march designed germany 's 1916 olympic stadium . werner march born charlottenburg died berlin . 1936 summer olympics germany , march created famous work , berlin olympic stadium , site deutsches stadion , stadium designed father , otto march use 1916 summer olympics ( later cancelled outbreak world war ) . unclear whether march influenced use conservative design suit nazi tastes ( claimed albert speer ) , whether march devised grand , sweeping architecture anticipated spirit third reich.the stadium , capacity 74,228 , one germany 's major sports venues used 1974 2006 fifa world cup .",German architect,german architect,Z,architect
Juan_de_Colonia,"Juan de Colonia or Johannes von Köln (about 1410, Cologne – August 3, 1481, Burgos) was a gothic architect who introduced the flamboyant style to Castile. About 1440 Juan de Colonia was invited by Alfonso de Cartagena, the then bishop of Burgos to work on Burgos Cathedral. He also worked on the reconstruction of Miraflores Charterhouse. While working in Burgos Juan married a local woman, María Fernández. After his death, his son Simon succeeded him as master builder of the cathedral.","juan de colonia johannes von köln ( 1410 , cologne – august 3 , 1481 , burgos ) gothic architect introduced flamboyant style castile . 1440 juan de colonia invited alfonso de cartagena , bishop burgos work burgos cathedral . also worked reconstruction miraflores charterhouse . working burgos juan married local woman , maría fernández . death , son simon succeeded master builder cathedral .",German architect,german architect,Z,architect
Ferdinand_von_Arnim,"Heinrich Ludwig Ferdinand von Arnim (15 September 1814 – 23 March 1866) was a German architect and watercolour-painter. He was a student of Karl Friedrich Schinkel and mainly worked in Berlin and Potsdam. Arnim was born in Treptow an der Rega in Pomerania (present-day Trzebiatów, Poland), the son of Prussian Captain Friedrich Ludwig von Arnim and his wife Henriette, née Gadebusch. He trained as a land surveyor and studied architecture at the Royal Prussian Building School (Bauakademie) in Berlin between 1833 and 1838. Having completed his studies, he joined the Berlin Architects' Association in 1839, from 1840 he worked as site foreman under Friedrich Ludwig Persius and in 1844 was appointed building inspector official.","heinrich ludwig ferdinand von arnim ( 15 september 1814 – 23 march 1866 ) german architect watercolour-painter . student karl friedrich schinkel mainly worked berlin potsdam . arnim born treptow der rega pomerania ( present-day trzebiatów , poland ) , son prussian captain friedrich ludwig von arnim wife henriette , née gadebusch . trained land surveyor studied architecture royal prussian building school ( bauakademie ) berlin 1833 1838 . completed studies , joined berlin architects ' association 1839 , 1840 worked site foreman friedrich ludwig persius 1844 appointed building inspector official .",German artist (1814-1866),german artist ( 1814-1866 ),Z,architect
Hermann_Henselmann,"Hermann Henselmann (3 February 1905, in Roßla – 19 January 1995, in Berlin) was a German architect most famous for his buildings constructed in East Germany during the 1950s and 1960s. Henselmann studied at the Kunstgewerbeschule in Berlin from 1922 to 1925. His early projects, such as a house on Lake Geneva near Montreux (1930) were Modernist in style, showing a clear Bauhaus influence, and due to this and Henselmann's partly Jewish ancestry he was prevented from working as a private architect by the Nazi government. After the war he was appointed head architect in the city of Gotha and later in Weimar in the Soviet Zone of Germany, although his projects were subjected to harsh criticism for their Modernism. He served in Hans Scharoun's town planning group that tried to convert the Socialist Unity Party of Germany's leaders to Modernism, although unlike Scharoun, Henselmann stayed in East Berlin after their rejection.","hermann henselmann ( 3 february 1905 , roßla – 19 january 1995 , berlin ) german architect famous buildings constructed east germany 1950s 1960s . henselmann studied kunstgewerbeschule berlin 1922 1925 . early projects , house lake geneva near montreux ( 1930 ) modernist style , showing clear bauhaus influence , due henselmann 's partly jewish ancestry prevented working private architect nazi government . war appointed head architect city gotha later weimar soviet zone germany , although projects subjected harsh criticism modernism . served hans scharoun 's town planning group tried convert socialist unity party germany 's leaders modernism , although unlike scharoun , henselmann stayed east berlin rejection .",German architect (1905-1995),german architect ( 1905-1995 ),Z,architect
Bruno_Paul,"Bruno Paul (19 January 1874 – 17 August 1968) was a German architect, illustrator, interior designer, and furniture designer. Paul was born in Seifhennersdorf, a village in rural Saxony, in 1874. His father was an independent tradesman, craftsman, and dealer in building materials. At twelve years old Paul left Seifhennersdorf for Dresden, where he briefly attended Gymnasium before entering a teacher's training school. By 1892 he was determined to pursue a career in the arts.","bruno paul ( 19 january 1874 – 17 august 1968 ) german architect , illustrator , interior designer , furniture designer . paul born seifhennersdorf , village rural saxony , 1874 . father independent tradesman , craftsman , dealer building materials . twelve years old paul left seifhennersdorf dresden , briefly attended gymnasium entering teacher 's training school . 1892 determined pursue career arts .",German architect (1874-1968),german architect ( 1874-1968 ),Z,architect
Ernst_Neufert,"Ernst Neufert (15 March 1900 – 23 February 1986) was a German architect who is known as an assistant of Walter Gropius, as a teacher and member of various standardization organizations, and especially for his essential handbook Architects' data. Ernst Neufert was born in Freyburg an der Unstrut. At the age of 17, after five years of working as a bricklayer, Neufert entered the school of construction (Baugewerbeschule) in Weimar. His teacher recommended him to Walter Gropius in 1919 as one of his first students of the Bauhaus. He finished his studies in 1920, and together with the expressionist architect Paul Linder (1897-1968) embarked on a year-long study tour of Spain, where he sketched medieval  churches.","ernst neufert ( 15 march 1900 – 23 february 1986 ) german architect known assistant walter gropius , teacher member various standardization organizations , especially essential handbook architects ' data . ernst neufert born freyburg der unstrut . age 17 , five years working bricklayer , neufert entered school construction ( baugewerbeschule ) weimar . teacher recommended walter gropius 1919 one first students bauhaus . finished studies 1920 , together expressionist architect paul linder ( 1897-1968 ) embarked year-long study tour spain , sketched medieval churches .",German architect,german architect,Z,architect
Benedikt_Rejt,"Benedikt Rejt (often spelled Benedikt Ried, also known as Benedikt Rieth, Benedikt Reyd, or Benedict Reijt. In Czech, he often has the epithet ""of Pístov"" [a village in the Czech Republic or on the Piesting?] or ""of Louny""; c. 1450 – between 1531 and 1536) was a leading medieval architect in Bohemia, today's Czech Republic. He built Vladislav Hall (1497–1500) in Prague Castle, St. Barbara's Church, Kutna Hora, (c. 1482) and other buildings in a Late Gothic and early Renaissance style. Bohemia became the cultural center of Central Europe when Charles IV brought the Holy Roman Emperor's court to Prague in the 14th century.","benedikt rejt ( often spelled benedikt ried , also known benedikt rieth , benedikt reyd , benedict reijt . czech , often epithet `` pístov '' [ village czech republic piesting ? ] `` louny '' ; c. 1450 – 1531 1536 ) leading medieval architect bohemia , today 's czech republic . built vladislav hall ( 1497–1500 ) prague castle , st. barbara 's church , kutna hora , ( c. 1482 ) buildings late gothic early renaissance style . bohemia became cultural center central europe charles iv brought holy roman emperor 's court prague 14th century .",Czech architect,czech architect,Z,architect
Paul_Giesler,"Paul Giesler (15 June 1895 – 8 May 1945) was a German Nazi Party functionary responsible for acts of brutality which included killing opponents of the regime in southern Germany. He first joined the Nazi Party (NSDAP) in 1922; he reenrolled on 1 January 1928 with Party number 72,741. From 1941 he was Gauleiter of Westphalia-South (Westfalen-Süd) and in 1942 was appointed to the position for the Gau Munich-Upper Bavaria (Gau München-Oberbayern). From 2 November 1942 to 28 April 1945 he was also Minister-President (Ministerpräsident) of Bavaria. The trained architect was from 1924 a Party speaker, from 1929 a Nazi Party district leader (Ortsgruppenleiter), and from January 1931 a member of the SA.","paul giesler ( 15 june 1895 – 8 may 1945 ) german nazi party functionary responsible acts brutality included killing opponents regime southern germany . first joined nazi party ( nsdap ) 1922 ; reenrolled 1 january 1928 party number 72,741 . 1941 gauleiter westphalia-south ( westfalen-süd ) 1942 appointed position gau munich-upper bavaria ( gau münchen-oberbayern ) . 2 november 1942 28 april 1945 also minister-president ( ministerpräsident ) bavaria . trained architect 1924 party speaker , 1929 nazi party district leader ( ortsgruppenleiter ) , january 1931 member sa .","German Nazi Party functionary, Premier of Bavaria (1895-1945)","german nazi party functionary , premier bavaria ( 1895-1945 )",Z,architect
Richard_Cassels,"Richard Cassels (1690 – 1751), also known as Richard Castle, was an architect who ranks with Edward Lovett Pearce as one of the greatest architects working in Ireland in the 18th century. Cassels was born in 1690 in Kassel, Germany. Although German, his family were of French origin, and descended from the French-Netherlandish  'Du Ry' family, famous for the many architects among their number. A cousin Simon du Ry designed Schloss Wilhelmshöhe in Kassel. Richard Cassels, who originally trained as an engineer, came to Ireland in 1728 at the behest of Sir Gustavus Hume of County Fermanagh to design for Hume a mansion on the shores of Lower Lough Erne.","richard cassels ( 1690 – 1751 ) , also known richard castle , architect ranks edward lovett pearce one greatest architects working ireland 18th century . cassels born 1690 kassel , germany . although german , family french origin , descended french-netherlandish 'du ry ' family , famous many architects among number . cousin simon du ry designed schloss wilhelmshöhe kassel . richard cassels , originally trained engineer , came ireland 1728 behest sir gustavus hume county fermanagh design hume mansion shores lower lough erne .",Irish architect,irish architect,Z,architect
Elias_Holl,"Elias Holl (28 February 1573 in Augsburg – 6 January 1646 in Augsburg)  was the most important architect of late German Renaissance architecture. Elias Holl was born in Augsburg, Werbhausgasse 2. He was descended from a master-builder-Family. His father Hans Holl (1512-1594) taught him. In 1596 he passed the exam, the Meisterprüfung.","elias holl ( 28 february 1573 augsburg – 6 january 1646 augsburg ) important architect late german renaissance architecture . elias holl born augsburg , werbhausgasse 2 . descended master-builder-family . father hans holl ( 1512-1594 ) taught . 1596 passed exam , meisterprüfung .",German architect,german architect,Z,architect
Hermann_Finsterlin,"Hermann Finsterlin (18 August 1887 – 16 September 1973) was a German visionary architect, painter, poet, essayist, toymaker and composer. He played an influential role in the German expressionist architecture movement of the early 20th century but due to the harsh economic climate realised none of his projects. By 1922, Finsterlin had withdrawn from the circle of expressionist architects as they moved towards the New Objectivity movement, he moved to Stuttgart to concentrate on painting and writing. Finsterlin was born in Munich. He originally studied medicine, physics and chemistry, and then later, philosophy and painting in Munich.","hermann finsterlin ( 18 august 1887 – 16 september 1973 ) german visionary architect , painter , poet , essayist , toymaker composer . played influential role german expressionist architecture movement early 20th century due harsh economic climate realised none projects . 1922 , finsterlin withdrawn circle expressionist architects moved towards new objectivity movement , moved stuttgart concentrate painting writing . finsterlin born munich . originally studied medicine , physics chemistry , later , philosophy painting munich .",German architect and composer (1887-1973),german architect composer ( 1887-1973 ),Z,architect
Friedrich_Wilhelm_von_Erdmannsdorff,"Friedrich Wilhelm Freiherr von Erdmannsdorff (18 May 1736 – 9 March 1800) was a German architect and architectural theoretician, and one of the most significant representatives of early German Neoclassicism during the Age of Enlightenment. His work included Wörlitz Palace in the present-day Dessau-Wörlitz Garden Realm, one of the earliest Palladian buildings on the European continent. His most well-known student was Friedrich Gilly, the teacher of Karl Friedrich Schinkel. Erdmannsdorff was born in Dresden to the Saxon courtier, Baron Ernst Ferdinand von Erdmannsdorff, and his wife Henriette Margarethe, née von Heßler. After early stages of education with Jakob Mauvillon in Leipzig and at the Dresden knight academy from 1750 to 1754, Erdmannsdorff attended the University of Wittenberg in 1754–1758, where he encountered Prince Franz von Anhalt-Dessau, whose service he entered in 1758.","friedrich wilhelm freiherr von erdmannsdorff ( 18 may 1736 – 9 march 1800 ) german architect architectural theoretician , one significant representatives early german neoclassicism age enlightenment . work included wörlitz palace present-day dessau-wörlitz garden realm , one earliest palladian buildings european continent . well-known student friedrich gilly , teacher karl friedrich schinkel . erdmannsdorff born dresden saxon courtier , baron ernst ferdinand von erdmannsdorff , wife henriette margarethe , née von heßler . early stages education jakob mauvillon leipzig dresden knight academy 1750 1754 , erdmannsdorff attended university wittenberg 1754–1758 , encountered prince franz von anhalt-dessau , whose service entered 1758 .",German architect,german architect,Z,architect
Ole_Scheeren,"Ole Scheeren (born 6 January 1971) is a German architect, urbanist and principal of Büro Ole Scheeren Group with offices in Beijing, Hong Kong, Berlin and Bangkok and a visiting professor at the University of Hong Kong since January 2010. Ole Scheeren is the son of the German architect Dieter Scheeren, who was a professor of architecture and civil engineering at the RheinMain University of Applied Sciences in Wiesbaden, Hesse.Already at the age of 14 he was working at his father's office designing furniture and finished his first architectural project at the age of 21. As a twenty-year-old he traveled with his rucksack through rural China and lived there with the locals spending three months before his studies began. Ole Scheeren studied at the Institute of Technology (KIT) in Karlsruhe, at the École Polytechnique Fédérale (EPFL) in Lausanne and made a thesis at the Architectural Association School of Architecture in London receiving the RIBA Silver Medal in 2000 for his work called ""MexT Project"" which analysed social, territorial and economical phenomena in relation with space and architecture.After working in Germany, New York and London, Ole Scheeren began his work at the Office for Metropolitan Architecture (OMA) in Rotterdam in 1995. In 2002 he became Partner and Director of the offices in Beijing and Hong Kong and responsible for the entire Asia business for more than 10 years.As Partner-in-charge of OMA's largest project to date, he successfully led the realization of the China Central Television Station (CCTV) and the Television Cultural Centre (TVCC) in Beijing.","ole scheeren ( born 6 january 1971 ) german architect , urbanist principal büro ole scheeren group offices beijing , hong kong , berlin bangkok visiting professor university hong kong since january 2010 . ole scheeren son german architect dieter scheeren , professor architecture civil engineering rheinmain university applied sciences wiesbaden , hesse.already age 14 working father 's office designing furniture finished first architectural project age 21 . twenty-year-old traveled rucksack rural china lived locals spending three months studies began . ole scheeren studied institute technology ( kit ) karlsruhe , école polytechnique fédérale ( epfl ) lausanne made thesis architectural association school architecture london receiving riba silver medal 2000 work called `` mext project '' analysed social , territorial economical phenomena relation space architecture.after working germany , new york london , ole scheeren began work office metropolitan architecture ( oma ) rotterdam 1995 . 2002 became partner director offices beijing hong kong responsible entire asia business 10 years.as partner-in-charge oma 's largest project date , successfully led realization china central television station ( cctv ) television cultural centre ( tvcc ) beijing .",German architect,german architect,Z,architect
Max_Berg,"Max Berg (17 April 1870 – 22 January 1947) was a German architect and urban planner. Berg was born in Stettin (now Szczecin, Poland) in Pomerania, then part of the German Empire. He attended the Technical University in Charlottenburg, where he was taught by Carl Schäfer who favoured Gothic architecture. Berg was also taught by Franz Adickes (1846–1915), an important urban planner.In 1909 Berg was appointed senior building official in Breslau (now Wrocław, Poland), in Silesia. His most notable contribution to architecture is the Jahrhunderthalle (Centennial Hall) built between 1911 and 1913 as part of a series of works commemorating the 100th anniversary of the 1813 War of Liberation against Napoleon Bonaparte.","max berg ( 17 april 1870 – 22 january 1947 ) german architect urban planner . berg born stettin ( szczecin , poland ) pomerania , part german empire . attended technical university charlottenburg , taught carl schäfer favoured gothic architecture . berg also taught franz adickes ( 1846–1915 ) , important urban planner.in 1909 berg appointed senior building official breslau ( wrocław , poland ) , silesia . notable contribution architecture jahrhunderthalle ( centennial hall ) built 1911 1913 part series works commemorating 100th anniversary 1813 war liberation napoleon bonaparte .",German architect,german architect,Z,architect
Teoberto_Maler,"Teobert Maler, later Teoberto (12 January 1842 – 22 November 1917) was an explorer who devoted his energies to documenting the ruins of the Maya civilization. Teobert Maler was born in Rome to German parents. His father was a diplomat for the Duchy of Baden. Maler studied architecture and engineering in Karlsruhe, then at the age of 21 moved to Vienna where he took a job with architect Heinrich von Ferstel, and became an Austrian citizen. He was eager to see more of the world and went to Mexico as a soldier with Emperor Maximilian.","teobert maler , later teoberto ( 12 january 1842 – 22 november 1917 ) explorer devoted energies documenting ruins maya civilization . teobert maler born rome german parents . father diplomat duchy baden . maler studied architecture engineering karlsruhe , age 21 moved vienna took job architect heinrich von ferstel , became austrian citizen . eager see world went mexico soldier emperor maximilian .",German Mesoamericanist,german mesoamericanist,Z,architect
Oswald_Mathias_Ungers,"Oswald Mathias Ungers (12 July 1926 – 30 September 2007) was a German architect and architectural theorist, known for his rationalist designs and the use of cubic forms. Among his notable projects are museums in Frankfurt, Hamburg and Cologne. Oswald Mathias Ungers was born in Kaisersesch in the Eifel region. From 1947 to 1950 he studied architecture at the University of Karlsruhe under Egon Eiermann. He set up an architectural practice in Cologne in 1950, and opened offices in Berlin in 1964, Frankfurt in 1974 and Karlsruhe in 1983.","oswald mathias ungers ( 12 july 1926 – 30 september 2007 ) german architect architectural theorist , known rationalist designs use cubic forms . among notable projects museums frankfurt , hamburg cologne . oswald mathias ungers born kaisersesch eifel region . 1947 1950 studied architecture university karlsruhe egon eiermann . set architectural practice cologne 1950 , opened offices berlin 1964 , frankfurt 1974 karlsruhe 1983 .",German architect,german architect,Z,architect
Friedrich_Sustris,"Friedrich Sustris (c. 1540, in Padua – 1599, in Munich) was an Italian-Dutch painter, decorator and architect. He was a son of the artist Lambert Sustris, who worked in Italy. Sustris got his training from his father Lambert in Venice and Padua. From 1563 to 1567 he was trained by Giorgio Vasari in Florence, after he had returned from a stay in Rome in 1560. His first patron was Hans Fugger who ordered the decoration of the Fugger mansion in Venice.","friedrich sustris ( c. 1540 , padua – 1599 , munich ) italian-dutch painter , decorator architect . son artist lambert sustris , worked italy . sustris got training father lambert venice padua . 1563 1567 trained giorgio vasari florence , returned stay rome 1560 . first patron hans fugger ordered decoration fugger mansion venice .","German-Dutch painter, decorator and architect (1540-1599)","german-dutch painter , decorator architect ( 1540-1599 )",Z,architect
Max_Littmann,"Max Littmann (3 January 1862 – 20 September 1931) was a German architect. Littmann was educated in the Gewerbeakademie Chemnitz and the Technische Hochschule Dresden. In 1885, he moved to Munich where he met Friedrich Thiersch and Gabriel von Seidl and where - after two study trips to Italy and Paris - he established himself as a free architect. In 1891, he joined the contracting business of his father-in-law Jakob Heilmann, thus transforming it into the Heilmann & Littmann general partnership (later becoming a limited partnership), taking charge of the planning department. Littmann excelled in the erection of magnificent buildings, e. g. theaters, department stores and spas and was the perfect supplement to Heilmann, who had specialized in living house construction.","max littmann ( 3 january 1862 – 20 september 1931 ) german architect . littmann educated gewerbeakademie chemnitz technische hochschule dresden . 1885 , moved munich met friedrich thiersch gabriel von seidl - two study trips italy paris - established free architect . 1891 , joined contracting business father-in-law jakob heilmann , thus transforming heilmann & littmann general partnership ( later becoming limited partnership ) , taking charge planning department . littmann excelled erection magnificent buildings , e. g. theaters , department stores spas perfect supplement heilmann , specialized living house construction .",German architect,german architect,Z,architect
Heini_Klopfer,"Heinrich ""Heini"" Klopfer (3 April 1918 in Oberstdorf – 18 November 1968) was a German ski jumper and architect. At age 17, Klopfer was selected for trials for the 1936 Winter Olympics, but failed to qualify. After World War II Klopfer, Sepp Weiler and Toni Brutscher became known as the Oberstdorf Jumping Trio. He started working with construction of ski jumping hill. Kopfler has designed or been adviser for more than 250 hills.","heinrich `` heini '' klopfer ( 3 april 1918 oberstdorf – 18 november 1968 ) german ski jumper architect . age 17 , klopfer selected trials 1936 winter olympics , failed qualify . world war ii klopfer , sepp weiler toni brutscher became known oberstdorf jumping trio . started working construction ski jumping hill . kopfler designed adviser 250 hills .",Builder of ski jump hills,builder ski jump hills,Z,architect
Georg_Kuphaldt,"Georg Friedrich Ferdinand Kuphaldt (Latvian: Georgs Frīdrīhs Ferdinands Kūfalts) (6 June 1853 in Plön, Holstein – 14 April 1938 in Berlin, Germany) was an influential German landscape architect, gardener and dendrologist of the Russian Empire.At the age of 27, Kuphaldt was promoted to the perhaps most prestigeful position in his career as director of the city gardens and parks in Riga. The following almost 35 years he was in charge of establishing and developing the newly created administration of the city's gardens and parks, of which structures has been preserved until today. In the period from 1880 to 1914 he was also involved in planning parks and gardens throughout the Russian Empire. Some of the most renowned works of Kuphaldt are the gardens of the Winter Palace and Oranienbaum in Saint Petersburg as well as locations in Nizhny Novgorod, Dagomys in Sochi, Tsarskoye Selo and Catharinenthal Palace in Reval (now Tallinn).","georg friedrich ferdinand kuphaldt ( latvian : georgs frīdrīhs ferdinands kūfalts ) ( 6 june 1853 plön , holstein – 14 april 1938 berlin , germany ) influential german landscape architect , gardener dendrologist russian empire.at age 27 , kuphaldt promoted perhaps prestigeful position career director city gardens parks riga . following almost 35 years charge establishing developing newly created administration city 's gardens parks , structures preserved today . period 1880 1914 also involved planning parks gardens throughout russian empire . renowned works kuphaldt gardens winter palace oranienbaum saint petersburg well locations nizhny novgorod , dagomys sochi , tsarskoye selo catharinenthal palace reval ( tallinn ) .",German landscape architect and dendrologist,german landscape architect dendrologist,Z,architect
